Well,FSC_A,FSC_W,SSC_A,PVR_PECy7,ANXA1_APC,CD51_FITC,CD168_700,Zombie,CD41_APCH7,MICB_PE,CD42_BV605,Colony,Plate,Cells per well
P23,"116,129","121,058","28,091","3,270",-59,352,112,179,"4,336",356,179,N,5,0
P24,"116,112","125,402","31,698","3,980",79,178,-9,205,483,207,221,N,5,0
A1,"120,027","149,287","48,581","2,914",-237,683,153,571,"7,286",177,846,N,6,0
A2,"111,834","132,181","45,228","3,852",-563,986,-5,-11,"15,755",241,"12,651",N,6,0
A3,"133,448","138,782","40,992","4,014",-358,626,10,369,"8,031","1,463",449,N,6,0
A4,"127,350","134,265","25,466","1,217",-391,386,43,101,"9,633",-10,"2,251",N,6,0
A5,"111,166","129,474","50,174","3,278",-132,"1,099",-110,591,"5,267",68,671,N,6,0
A6,"109,244","127,482","37,697","2,469",-114,961,235,174,"6,979","1,240","4,659",N,6,0
A7,"88,930","104,996","23,261","1,776",-89,311,2,208,"3,501",32,313,N,6,0
A8,"132,726","152,699","31,855","3,650",-378,713,324,626,"15,257",343,"2,493",N,6,0
A9,"108,249","120,492","31,237","2,346",-39,337,-5,170,"3,953",646,186,N,6,0
A10,"116,673","148,981","63,964","4,712",-232,512,"4,064",239,"6,464",28,344,N,6,0
A12,"89,210","111,175","47,952","2,992",46,506,111,751,"2,776",306,"1,036",N,6,0
A13,"108,384","110,969","22,366","2,849",-230,357,-61,205,"6,824",223,"1,273",N,6,0
A14,"92,758","119,936","43,822","3,629",-40,662,226,521,"4,138",298,253,N,6,0
A15,"100,201","127,756","43,783","3,085",-369,570,120,344,"17,862",178,"3,290",N,6,0
A16,"96,696","126,732","30,639","1,933",-565,517,164,-144,"14,635",69,"13,111",N,6,0
A17,"111,715","127,576","28,256","2,535",-203,344,7,62,"7,820",352,"6,817",N,6,0
A18,"102,150","115,694","16,401","2,469",-54,179,-6,157,"1,826",251,121,N,6,0
A19,"152,568","160,800","33,343","2,607",-210,659,111,235,"7,281",26,"5,670",N,6,0
A20,"104,062","153,089","45,369","1,336",-473,522,-4,-483,"11,516",206,"20,623",N,6,0
A21,"111,576","130,062","22,467","3,386",-96,511,3,227,"3,714",-63,626,N,6,0
A23,"138,533","185,129","78,464","4,971",-118,"1,148",414,262,"20,046",-324,"16,394",N,6,0
A24,"115,421","132,184","33,470",748,-315,432,-5,50,"8,587",230,"6,401",N,6,0
B1,"80,805","115,252","54,177","1,485",-46,770,131,665,"3,355",189,727,N,6,0
B2,"126,092","144,972","47,958","4,630","-1,447",589,94,-208,"31,416",765,"14,772",N,6,0
B3,"113,942","118,904","30,060","2,139",-51,332,-33,168,"3,935",524,265,N,6,0
B4,"113,978","123,618","25,740","4,444",-153,706,150,303,"7,054",13,470,N,6,0
B5,"87,175","105,908","21,568","2,114",-222,408,42,99,"7,403",543,"2,500",N,6,0
B6,"157,678","179,623","81,778","2,278",-430,495,-16,-193,"15,132","1,189","22,445",N,6,0
B8,"101,755","111,321","26,639","2,635",-332,318,153,-45,"5,614",-27,"8,253",N,6,0
B9,"122,730","132,157","25,240","1,944",-347,700,18,326,"9,733",484,604,N,6,0
B12,"77,031","99,295","17,359","1,186",-61,263,-10,156,"2,528",-16,405,N,6,0
B13,"95,024","115,656","57,696","2,040",-16,751,59,625,"3,431",342,649,N,6,0
B14,"196,012","192,027","49,348","5,325",-801,812,86,307,"16,284",516,838,N,6,0
B15,"101,250","150,105","72,270","1,053",-579,157,183,-217,"12,406",530,"28,165",N,6,0
B16,"88,471","107,450","19,967","2,228",-294,526,173,172,"7,851",2,"1,726",N,6,0
B17,"127,288","131,708","19,503","1,682",-73,274,-31,112,"2,914",243,654,N,6,0
B18,"98,864","112,816","20,430","2,271",-26,349,104,177,"2,431",425,209,N,6,0
B19,"121,142","126,211","43,857","3,236",-116,797,61,730,"4,333",-15,884,N,6,0
B20,"109,510","131,386","40,440","5,374",-39,433,18,354,"2,568",151,423,N,6,0
B22,"119,724","121,237","23,669","2,600",-293,495,88,114,"8,013",531,"1,907",N,6,0
B23,"108,090","129,022","25,391","3,288",-356,499,126,220,"8,153",-137,"1,971",N,6,0
B24,"72,124","103,929","18,981",788,180,261,294,76,125,223,544,N,6,0
C1,"112,832","123,604","21,930","2,996",-61,387,141,260,"1,928",-11,354,N,6,0
C3,"102,960","112,032","17,155","1,748",-57,345,0,117,"2,499",269,155,N,6,0
C4,"110,551","131,237","38,053","4,107",-62,455,155,327,"3,339",671,399,N,6,0
C5,"108,701","116,639","27,846","3,367",121,391,72,255,"4,136",218,216,N,6,0
C7,"100,725","143,565","83,441",749,-546,"1,056",534,-663,"15,773",147,"33,092",N,6,0
C9,"79,315","116,422","50,586","1,176",-162,364,61,-396,"7,821",506,"21,441",N,6,0
C10,"138,789","188,017","101,672","1,285","-1,523",985,-117,899,"33,857",424,"7,603",N,6,0
C11,"86,945","107,058","26,141","1,935",-123,641,51,305,"3,541",-10,305,N,6,0
C12,"109,820","125,096","29,317","5,508",-433,906,587,403,"12,393",727,286,N,6,0
C13,"105,939","122,103","33,242","1,302",-570,537,15,86,"14,727",289,"5,670",N,6,0
C14,"114,550","128,413","31,131","2,039",-373,789,53,-190,"10,385",-139,"12,582",N,6,0
C15,"104,781","123,151","37,581","2,357",248,449,"1,337",547,"1,970",488,385,N,6,0
C16,"106,990","112,171","15,551","1,715",-150,293,39,176,"6,106",37,"1,326",N,6,0
C17,"111,560","129,894","20,598","1,322",-283,268,-25,186,"6,027",248,214,N,6,0
C19,"98,835","117,783","19,056","2,179",-258,449,11,204,"8,843",85,288,N,6,0
C20,"137,656","165,869","51,776","6,008",-632,713,0,179,"16,013",157,"4,910",N,6,0
C21,"133,212","132,975","36,180","1,842",-261,589,32,190,"9,557",349,"5,445",N,6,0
C22,"118,085","127,957","39,206","1,268",-139,539,-59,332,"6,517",226,327,N,6,0
C23,"117,395","121,452","36,338","1,794",-647,697,206,-16,"15,095",264,"9,992",N,6,0
C24,"109,633","121,011","27,798","1,911",-433,408,35,184,"10,144",248,"2,581",N,6,0
D1,"121,943","145,703","35,252","3,164",-526,370,35,-24,"13,980",145,"12,284",N,6,0
D3,"118,003","143,478","44,241","3,857","-1,058",595,-34,-229,"25,404",322,"15,415",N,6,0
D4,"119,405","131,757","74,625","2,687",-422,"1,308",88,834,"11,305",355,819,N,6,0
D5,"128,871","156,398","45,054","7,251",-123,904,104,-258,"15,213",12,"14,304",N,6,0
D7,"113,939","139,525","45,719","5,530",300,802,172,488,"3,658","1,151",320,N,6,0
D8,"106,358","121,492","26,327","2,086",-367,465,-106,190,"12,491",523,758,N,6,0
D9,"106,300","120,877","30,279","3,993",-161,605,22,353,"3,885",791,687,N,6,0
D10,"139,739","155,843","34,832","1,608",-421,317,101,-319,"11,247",262,"14,927",N,6,0
D12,"95,914","114,805","43,498","2,531",-132,676,26,755,"6,225",339,818,N,6,0
D13,"96,328","116,473","22,023","2,276",-243,547,62,-21,"10,609",203,"4,643",N,6,0
D14,"138,986","152,206","103,069","5,280",536,"1,234",360,"1,449","3,499",821,"1,139",N,6,0
D15,"99,080","136,319","40,172","3,635",-30,566,173,403,"8,553",100,769,N,6,0
D16,"110,048","126,387","35,104","2,915",-521,795,-54,262,"13,943",389,"3,823",N,6,0
D17,"111,349","130,171","43,373","2,551",-327,742,253,325,"14,956",44,"1,584",N,6,0
D18,"141,698","168,536","39,296","4,513",-425,608,184,335,"9,684",376,"1,399",N,6,0
D19,"87,436","126,547","52,782","4,482",-261,918,84,203,"10,640",669,"10,072",N,6,0
D20,"95,973","115,645","51,440","2,719",-245,446,113,350,"6,392",282,707,N,6,0
D21,"104,414","131,998","29,053","3,154",-291,456,-24,302,"9,170",585,"2,362",N,6,0
D22,"104,616","134,415","44,779","5,684",-251,"1,057",126,674,"6,697",292,667,N,6,0
D23,"101,946","139,179","38,076","2,900",-277,714,6,360,"7,204",1,654,N,6,0
D24,"135,745","140,907","93,219","3,560",-102,"1,260",149,771,"14,184",995,789,N,6,0
E1,"96,657","108,891","26,639","2,243",11,547,82,318,192,275,373,N,6,0
E2,"83,014","124,685","32,843","5,993",-456,502,7,-22,"12,811",-120,"5,902",N,6,0
E3,"134,042","150,700","97,871","4,076",-313,"1,036",39,"1,046","13,363",365,"1,475",N,6,0
E4,"103,047","121,192","48,343","1,688",-198,609,-73,393,"6,641",878,"1,128",N,6,0
E6,"209,216","224,858","44,332","6,187",-463,"1,111",74,277,"16,990",57,"6,608",N,6,0
E7,"95,218","123,684","20,921","3,567",-119,362,58,189,"2,661",149,469,N,6,0
E8,"99,904","140,292","26,569","2,955",-309,436,120,237,"8,657",98,225,N,6,0
E9,"139,979","142,060","29,092","6,904",-131,331,16,315,"2,680",219,332,N,6,0
E10,"132,038","146,744","36,567","4,334",-576,680,106,196,"13,009",650,"3,632",N,6,0
E11,"128,396","154,543","53,942","2,882",-442,565,36,252,"9,903",378,"3,265",N,6,0
E12,"117,200","124,938","21,348","3,098",-821,404,-86,96,"23,723",186,640,N,6,0
E13,"135,809","186,449","26,342","2,297",-9,788,157,442,"3,556",578,465,N,6,0
E14,"118,126","140,639","24,334","4,113",-267,327,45,3,"6,224",630,"4,123",N,6,0
E15,"123,535","126,984","22,215","5,514",-484,419,-65,67,"14,907",68,"1,801",N,6,0
E16,"109,086","145,000","68,882","2,074",-448,652,107,814,"13,767",594,"1,261",N,6,0
E17,"94,117","138,484","58,923","3,238",10,953,-7,719,"5,473",181,953,N,6,0
E18,"93,698","109,306","21,999","1,950",-138,355,46,222,"4,986",164,195,N,6,0
E19,"106,817","140,232","49,701",955,-681,465,-12,-445,"14,888",-172,"20,214",N,6,0
E21,"85,331","110,519","38,891","3,097",163,824,354,706,"5,514",193,755,N,6,0
E22,"98,420","143,621","72,604",271,-626,243,-61,-290,"10,812",8,"13,158",N,6,0
E23,"184,540","190,178","75,506","2,339",-329,937,36,750,"14,337",245,"2,129",N,6,0
E24,"119,302","133,767","59,386","1,904",-622,336,74,121,"13,472",212,"6,113",N,6,0
F1,"123,959","149,930","64,860",793,-358,654,-20,-47,"14,133",124,"19,435",N,6,0
F2,"112,268","121,412","29,360","1,982",-228,282,-59,174,"6,915",44,"4,443",N,6,0
F3,"146,184","151,367","34,672","2,927",-9,490,-115,178,"9,299",181,"1,420",N,6,0
F4,"135,142","144,105","31,108","3,146",-549,508,73,37,"10,947",181,"5,495",N,6,0
F5,"102,245","120,473","22,467","4,282",-190,423,52,198,"5,982",391,514,N,6,0
F6,"136,928","173,425","66,988","5,921","-1,988",918,-50,430,"41,615",688,"8,285",N,6,0
F7,"80,408","108,515","52,025","1,432",-37,580,-73,617,"4,549",141,585,N,6,0
F8,"118,882","125,387","52,195",880,-654,605,0,-57,"16,952",120,"9,910",N,6,0
F9,"91,084","116,603","26,658","4,069",-203,376,20,168,"5,797",-69,812,N,6,0
F10,"111,575","145,414","74,832","2,737",-192,551,85,386,"6,723",201,"1,402",N,6,0
F11,"131,595","132,093","27,526","3,205",-336,780,62,233,"12,215",355,"1,150",N,6,0
F12,"125,157","131,036","32,605","1,234",-537,362,-17,-28,"13,831",131,"5,545",N,6,0
F13,"124,426","142,030","89,372",897,-22,"1,331",66,687,"7,969",479,"1,301",N,6,0
F14,"99,027","112,706","41,349","1,407",-8,433,125,432,"3,522",255,531,N,6,0
F15,"180,389","197,464","31,529","4,430",-219,531,1,140,"6,934",-262,"7,774",N,6,0
F17,"128,582","136,796","26,568","4,564",-462,451,-29,135,"10,010",136,"2,616",N,6,0
F18,"133,626","149,086","28,091","2,606",-544,563,44,77,"12,079",-120,"5,474",N,6,0
F19,"117,430","146,330","54,771","3,509",-579,429,230,-357,"14,336",9,"20,255",N,6,0
F20,"143,609","146,872","45,196",543,-103,526,-17,132,"1,943",168,"6,354",N,6,0
F21,"132,249","163,823","108,092","9,989",-647,"1,071",505,41,"24,195",79,"21,503",N,6,0
F23,"133,670","133,721","33,206","2,980",-35,761,87,212,"5,039","1,142","4,556",N,6,0
F24,"149,308","162,561","53,947","2,000",-408,880,75,442,"13,288",924,"2,702",N,6,0
G1,"95,584","111,221","35,316","1,884",-46,488,26,398,"3,301",192,471,N,6,0
G2,"106,437","144,716","77,962","1,393",-56,935,10,992,"8,780",545,"3,261",N,6,0
G3,"109,410","140,928","53,685","3,929",-482,583,-116,-221,"17,253",164,"14,702",N,6,0
G4,"112,402","122,836","26,007","1,444",-266,623,35,136,"7,367",469,"2,232",N,6,0
G6,"130,665","166,054","50,083","7,934",-146,877,-2,476,"8,017",-160,510,N,6,0
G7,"92,774","136,578","37,930","2,777",-466,472,4,96,"10,906",355,"2,818",N,6,0
G8,"116,242","143,986","49,784","2,247",-427,623,38,155,"11,115",320,"6,332",N,6,0
G9,"118,209","129,133","39,054","1,802",-99,703,73,198,"5,963",274,"2,552",N,6,0
G10,"109,436","126,723","26,011","3,168",-412,234,-35,-328,"10,024",212,"11,722",N,6,0
G11,"106,743","146,706","37,553","3,025",-176,644,181,-104,"15,671",642,"15,801",N,6,0
G12,"91,851","124,000","22,877","3,278",-281,494,43,169,"6,283",62,115,N,6,0
G13,"111,857","132,569","34,099","2,453",-182,690,36,424,"8,452",414,526,N,6,0
G15,"112,703","130,959","25,472","2,377",-267,688,109,150,"6,781",27,"2,123",N,6,0
G16,"120,931","157,371","59,425","5,910",-407,"1,022",190,593,"11,972",717,724,N,6,0
G17,"96,293","113,005","17,769",694,-364,555,-70,169,"9,123",271,"1,585",N,6,0
G18,"92,042","100,877","26,055","2,985",-17,241,-18,197,"2,013",361,490,N,6,0
G19,"149,992","179,400","56,875","3,571",-895,896,-11,133,"20,567",445,"9,564",N,6,0
G20,"103,183","121,326","29,109","2,403",-647,478,-21,288,"15,962",269,"1,721",N,6,0
G21,"100,796","112,826","23,221","2,088",-187,397,-10,47,"7,597",338,"2,144",N,6,0
G22,"158,373","171,476","53,151","1,153",-526,589,65,294,"12,240",193,"5,173",N,6,0
G23,"115,868","139,844","65,132","2,043",-764,863,76,394,"17,560",223,"3,020",N,6,0
G24,"136,223","150,292","45,161","7,767",-588,"1,312",-39,436,"16,002",761,"1,065",N,6,0
H1,"86,271","139,202","35,332","3,113",-334,778,-15,200,"10,005","1,542","4,051",N,6,0
H5,"109,828","129,139","51,420","2,762",-8,726,38,692,"3,537",298,829,N,6,0
H6,"75,927","94,383","20,234",232,-155,238,36,222,"3,413",23,232,N,6,0
H7,"149,552","163,850","61,779","3,341",-89,838,159,978,"6,274",530,"1,049",N,6,0
H8,"97,288","130,351","36,982","3,104",-299,647,-78,664,"7,637",145,792,N,6,0
H9,"107,727","137,621","70,197","2,395",-498,801,-26,566,"12,179",300,"4,706",N,6,0
H10,"115,483","121,645","20,475","3,838",-69,305,-22,180,"3,590",30,209,N,6,0
H12,"120,562","165,586","90,384","2,410",-171,"1,044",44,"1,389","9,944",399,"1,312",N,6,0
H13,"113,823","131,108","22,435","2,133",-392,496,58,177,"9,599",186,676,N,6,0
H14,"128,612","137,070","32,927","4,108","-1,358",848,167,71,"31,752",-140,"8,903",N,6,0
H15,"97,947","105,210","17,272","1,356",-400,309,182,-128,"9,928",-47,"6,061",N,6,0
H16,"100,208","129,357","30,300","3,566","-1,145",471,17,-8,"25,347",141,"4,353",N,6,0
H17,"168,753","184,139","57,408","4,439",-517,"1,070",141,505,"14,834",493,"1,005",N,6,0
H19,"157,231","154,542","37,659","1,510",-332,647,1,236,"10,551",239,"3,489",N,6,0
H20,"92,990","121,484","26,725","2,898",-182,291,53,131,"4,052",8,764,N,6,0
H21,"114,523","128,991","27,941","3,426",-212,323,53,84,"7,034",260,412,N,6,0
H22,"108,268","123,387","29,125","3,737",-437,459,-38,262,"13,571",580,403,N,6,0
H23,"116,857","138,946","27,696","3,246",-323,326,114,-28,"10,073",901,"8,759",N,6,0
H24,"139,448","152,162","43,926","3,965",-636,"1,538",379,604,"16,538",-16,"2,481",N,6,0
I1,"97,397","123,193","29,094","1,987",-232,454,10,155,"8,694",415,"4,622",N,6,0
I4,"109,543","142,206","49,071",804,-435,655,-10,138,"15,219",203,"7,189",N,6,0
I5,"120,815","140,373","30,907","5,270",-157,757,97,132,"6,779",199,"1,880",N,6,0
I6,"127,311","135,224","42,520","1,523",-297,460,87,299,"8,577",558,"3,051",N,6,0
I7,"118,705","129,352","28,601","4,211",-159,718,25,405,"5,533",-52,467,N,6,0
I8,"142,480","154,718","100,604","4,839",-454,"1,712",80,"1,083","15,965","1,550","1,365",N,6,0
I9,"206,480","222,341","48,991",390,-339,552,80,172,"9,438",195,"7,071",N,6,0
I10,"101,093","138,369","30,968","3,903",-395,650,74,208,"12,100",1,"2,155",N,6,0
I11,"162,792","170,304","69,200","4,829",-899,846,245,279,"30,828",-32,"12,767",N,6,0
I12,"160,637","184,495","51,368","3,832",-301,985,-42,212,"11,332",587,"5,757",N,6,0
I13,"152,147","162,967","25,130","1,540",-322,467,209,6,"6,865",-196,"5,240",N,6,0
I14,"113,980","130,994","30,647","1,991",-470,483,96,158,"13,150",151,"6,024",N,6,0
I16,"117,466","145,853","82,301","1,615",113,"1,138",35,"1,201","2,731",613,"1,631",N,6,0
I17,"125,581","128,104","43,754","4,916",-140,611,150,395,"6,734",775,844,N,6,0
I18,"120,328","135,309","34,795","1,833",-308,605,29,511,"8,403",35,"1,721",N,6,0
I19,"130,192","146,411","33,135","2,997",-383,524,319,-412,"12,595",-52,"19,819",N,6,0
I20,"109,722","128,049","36,824","5,269",-371,539,97,275,"10,733",-239,475,N,6,0
I22,"130,342","134,224","67,704","2,143",-700,751,129,615,"19,684",278,"2,922",N,6,0
I23,"119,677","151,596","59,259","5,915",-575,952,120,-195,"15,009",529,"14,263",N,6,0
I24,"115,577","146,892","76,992",763,-524,419,56,-426,"13,090",264,"26,828",N,6,0
J1,"134,505","138,920","59,789","3,304",-602,773,-52,584,"16,349",73,"1,541",N,6,0
J2,"175,619","198,955","46,332","1,997",-502,622,245,277,"14,761",715,"6,810",N,6,0
J3,"111,877","140,233","37,899","5,706",-152,526,29,301,"4,101",-157,397,N,6,0
J5,"115,505","140,233","36,717","3,286",-239,651,36,317,"10,901","1,096",506,N,6,0
J6,"107,865","120,293","34,045","2,553",112,345,403,373,"3,693",32,411,N,6,0
J7,"104,882","135,709","44,929","6,228",-292,355,130,56,"8,893",208,"9,466",N,6,0
J8,"99,742","116,910","26,296","3,536",-228,238,97,132,"5,153",77,127,N,6,0
J10,"141,730","145,742","38,092","2,000",-353,459,181,-312,"11,338",234,"20,582",N,6,0
J11,"84,295","106,615","24,288","2,950",-703,664,58,139,"15,037",351,"2,095",N,6,0
J12,"96,539","126,738","21,364","3,528",-368,623,39,155,"8,365",509,"2,124",N,6,0
J13,"164,150","181,989","76,945","8,941","-1,046",984,-86,194,"21,092",22,"10,495",N,6,0
J14,"191,291","203,424","47,911","6,770",-154,657,-10,339,"6,607",626,897,N,6,0
J15,"122,775","139,788","33,457","1,649",-539,548,7,266,"11,482",475,"2,010",N,6,0
J16,"150,499","159,621","64,579","1,562",-475,945,108,760,"17,510",559,"10,836",N,6,0
J17,"111,302","128,704","52,505","3,038",-308,712,-107,545,"9,202",329,625,N,6,0
J18,"101,623","116,604","22,900","3,463",-310,292,0,151,"7,322",302,418,N,6,0
J19,"89,030","104,390","25,475","3,589",20,547,41,327,"1,756",110,359,N,6,0
J20,"138,027","141,174","25,021","3,358",-31,606,176,274,318,242,357,N,6,0
J21,"139,238","137,582","93,811","5,146",-931,"1,283",52,531,"24,130",-129,"16,520",N,6,0
J22,"87,000","117,511","25,088","4,201",-336,480,58,519,"6,119",-155,468,N,6,0
J23,"102,537","144,659","41,692","2,368",-560,487,16,18,"13,914",551,"9,094",N,6,0
J24,"96,392","118,529","84,469","1,266",34,"1,025",-13,911,"5,222",507,910,N,6,0
K1,"99,055","117,535","30,348","1,040",344,343,272,171,92,316,654,N,6,0
K2,"121,867","148,371","56,954","2,398",-489,662,86,489,"10,643",85,"3,714",N,6,0
K4,"91,710","107,481","14,603","2,577",-98,217,-53,111,"2,535",26,143,N,6,0
K5,"109,136","114,768","25,040","2,187",-485,654,-19,80,"12,006",230,"4,408",N,6,0
K6,"105,808","161,029","42,297","4,489",-434,598,117,237,"14,720",994,"4,920",N,6,0
K7,"85,949","107,301","45,285","1,999",55,653,53,733,"1,273",232,671,N,6,0
K8,"95,859","114,164","26,402","2,645",-276,580,-26,200,"8,154",96,"2,100",N,6,0
K9,"98,903","119,685","51,616","1,242",-513,497,311,458,"15,311",-207,"6,461",N,6,0
K10,"126,865","129,414","26,930","2,249",-174,434,26,24,"4,746",103,"5,310",N,6,0
K11,"132,394","145,854","28,184","2,789",-463,561,29,-89,"9,907",258,"8,014",N,6,0
K12,"115,871","127,653","27,096","2,184",-401,437,107,361,"10,870",422,537,N,6,0
K13,"138,413","140,044","33,645","3,008",-148,462,395,83,"7,644",156,"6,731",N,6,0
K14,"87,975","111,339","41,728","1,097",-163,609,-23,396,"6,898",327,729,N,6,0
K15,"101,729","123,067","23,921","1,743",-226,453,109,-150,"9,331",723,"10,756",N,6,0
K16,"109,517","126,747","35,056","2,044",-333,269,49,-46,"9,205",236,"7,881",N,6,0
K17,"110,343","133,082","43,782","2,097",119,883,-17,824,408,651,"2,577",N,6,0
K18,"123,506","132,326","35,740","1,444",-425,866,81,367,"11,012",251,395,N,6,0
K19,"144,902","146,766","35,022","6,078",-398,633,34,165,"13,802",-63,"1,700",N,6,0
K20,"130,454","136,083","27,702","2,368",-22,415,-92,277,"4,458",37,293,N,6,0
K21,"98,057","113,514","36,022","2,079",-194,672,-16,748,"7,616",507,"1,316",N,6,0
K22,"120,728","136,086","40,180","1,772",-88,792,194,655,"7,492",73,984,N,6,0
K23,"114,334","128,814","28,060","2,290",-200,334,216,145,"5,344",511,559,N,6,0
K24,"109,718","122,387","23,850","2,726",-48,791,45,202,"6,459",87,671,N,6,0
L1,"107,608","116,187","25,893","3,205","-1,485",294,-134,-287,"33,049",-269,"11,467",N,6,0
L2,"113,054","120,760","44,233","1,363",-998,240,134,-250,"14,994",33,"7,523",N,6,0
L3,"123,663","154,841","48,894","3,612",-555,615,-17,396,"13,796",695,"3,705",N,6,0
L4,"112,387","118,933","21,262","1,831",40,269,76,211,118,203,317,N,6,0
L5,"108,142","113,500","27,304","2,446",928,291,260,309,"2,938",232,392,N,6,0
L6,"99,839","135,380","51,200","1,235",-275,682,34,516,"8,069",232,"3,227",N,6,0
L7,"158,353","169,216","63,357","6,557",-819,690,50,231,"21,766",-205,"5,873",N,6,0
L8,"105,637","122,594","17,647","1,593",-116,322,-59,199,"4,393",98,657,N,6,0
L9,"101,003","117,189","21,915","1,862",-198,493,-31,186,"5,804",202,193,N,6,0
L10,"87,708","122,327","28,658","3,303",-543,525,-21,148,"13,788",28,443,N,6,0
L11,"107,868","120,949","28,270","1,782",-49,353,61,228,"2,750",284,198,N,6,0
L13,"113,046","125,974","19,887","2,207",-569,293,52,99,"12,870",428,429,N,6,0
L14,"109,623","127,416","33,800","4,652",-297,586,55,277,"11,002",216,"1,720",N,6,0
L15,"117,867","119,095","22,911","3,142",-354,452,64,2,"7,970",305,"3,843",N,6,0
L16,"98,384","127,153","28,532","2,100",-239,406,-68,218,"6,980",84,290,N,6,0
L17,"135,450","157,302","65,794","3,276",-695,755,-70,479,"16,614",140,"6,644",N,6,0
L18,"115,682","136,927","37,920","5,041",232,484,44,609,"2,898",615,606,N,6,0
L19,"128,821","147,757","48,325","2,017",-815,345,217,-706,"22,333",787,"26,967",N,6,0
L20,"92,740","137,284","36,057","3,853",-98,654,-19,250,"4,893",582,305,N,6,0
L21,"110,137","128,945","43,305","3,151",-332,455,9,166,"9,999",381,"6,281",N,6,0
L22,"106,763","157,571","38,158","5,006",-259,371,151,266,"8,588",334,"1,321",N,6,0
L23,"144,248","157,673","39,734","4,256",-492,616,-54,277,"15,223",4,"1,217",N,6,0
L24,"122,766","132,590","31,708","1,518",-179,377,-147,-546,"5,373",11,"20,119",N,6,0
M1,"124,272","137,591","40,054","1,822",-426,332,49,344,"8,762",464,"1,416",N,6,0
M2,"111,732","138,077","37,661","3,700",-392,893,112,302,"11,433",36,434,N,6,0
M4,"114,012","133,972","26,067","3,580",-503,468,-18,282,"12,724",360,536,N,6,0
M5,"119,402","133,114","56,388","1,455",-208,535,-16,288,"7,153",295,"3,006",N,6,0
M6,"103,314","118,294","31,920","1,500",-464,453,19,52,"12,598",395,"2,731",N,6,0
M7,"83,925","134,251","41,071","3,051",-531,141,144,"-1,293","9,415",356,"40,350",N,6,0
M8,"102,881","125,575","40,179","3,259",-389,794,67,402,"8,691",295,396,N,6,0
M9,"168,445","178,155","96,617","8,182",-608,"1,762",214,923,"29,717",995,"7,415",N,6,0
M10,"87,707","131,664","69,474","1,914",-43,608,194,735,"5,423",450,"4,573",N,6,0
M12,"117,363","130,797","27,069","2,187",-294,713,-41,232,"10,525",559,"1,972",N,6,0
M13,"93,617","105,393","28,398","1,318",-44,492,105,252,"3,269",545,281,N,6,0
M15,"182,640","200,881","58,242","2,337",-126,486,77,512,"6,139",242,660,N,6,0
M16,"113,438","146,853","39,318","3,442",-51,720,-146,147,"5,454",322,"3,617",N,6,0
M17,"97,089","112,399","20,915","2,228",-377,264,91,130,"8,013",92,"3,292",N,6,0
M18,"84,606","106,669","27,855",409,-158,418,-18,250,"5,822",362,"2,310",N,6,0
M19,"111,242","127,883","20,545","1,508",-448,257,91,-122,"8,767",164,"7,272",N,6,0
M20,"140,571","149,318","30,911","4,668",-139,252,70,130,"3,550",79,160,N,6,0
M21,"105,101","118,958","22,864","2,455",-346,359,23,-111,"9,023",102,"5,386",N,6,0
M22,"75,573","92,721","16,476","1,631",-466,397,-39,198,"12,101",232,"1,026",N,6,0
M23,"162,065","161,631","44,763","4,559",-510,467,-9,141,"14,371",-118,"6,578",N,6,0
M24,"85,641","102,515","28,557","2,585",-309,520,177,112,"8,115",244,"1,634",N,6,0
N1,"103,545","116,448","33,291","2,795",-250,753,3,511,"5,812",-35,618,N,6,0
N2,"101,871","111,648","21,741","3,723",-259,408,45,50,"7,880",328,"3,151",N,6,0
N3,"96,504","122,472","28,901","4,187",-149,828,"3,835",226,"9,758",681,"1,991",N,6,0
N4,"117,683","129,780","38,608","3,223",-69,318,19,229,"3,790",110,707,N,6,0
N6,"135,654","155,445","52,220","4,127",-258,621,-34,414,"9,897",175,"5,815",N,6,0
N7,"116,934","123,777","37,740","3,439",-698,680,141,328,"16,120",-7,"5,972",N,6,0
N8,"110,238","135,382","46,417","1,229",-440,334,-19,-257,"11,619",-75,"19,135",N,6,0
N9,"125,730","129,048","25,609","2,415",-121,804,39,234,"4,143",380,579,N,6,0
N10,"113,288","120,885","23,200","2,551",-88,294,5,170,"4,064",-5,928,N,6,0
N11,"101,944","117,069","26,962","2,728",119,410,0,170,"12,705",134,833,N,6,0
N12,"85,304","127,438","54,795","2,829",-116,861,311,611,"5,601",597,844,N,6,0
N13,"87,158","131,207","63,170","2,696",-198,799,-6,745,"7,284",358,701,N,6,0
N14,"113,840","141,600","46,505","1,412",-422,309,-104,-703,"11,141",279,"25,579",N,6,0
N16,"97,692","113,421","21,354","2,992",-156,312,81,147,"4,899",498,754,N,6,0
N17,"123,473","148,776","32,498","2,607",-426,709,118,98,"10,757",455,"7,469",N,6,0
N18,"144,823","157,482","39,532","3,026",-54,426,70,320,"4,167",197,496,N,6,0
N19,"90,257","122,890","71,548","1,259",-104,"1,074",116,998,"4,543",604,872,N,6,0
N20,"128,267","146,621","34,339","4,111",-589,"1,195",15,241,"11,680",-69,355,N,6,0
N21,"119,546","130,054","27,153","3,863",-68,271,-4,245,"4,285",-125,291,N,6,0
N22,"112,194","131,569","22,107","2,623",-459,219,-56,130,"10,723",-133,"2,525",N,6,0
